23/09/2013,President Obama holds a bilateral meeting with President Goodluck Jonathan of Nigeria.[97]
24/09/2013,"President Obama addresses the United Nations General Assembly.[98] Afterward, the President holds a bilateral meeting with President Michel Sleiman of Lebanon.[99] Later in the day, the President meets with Secretary General Ban Ki-Moon of the United Nations and separately with President Mahmoud Abbas of the Palestinian Authority."
26/09/2013,The President delivers remarks on the Affordable Care Act.[100]
27/09/2013,President Obama holds a bilateral meeting with Prime Minister Manmohan Singh of India.[101]
30/09/2013,President Obama holds a bilateral meeting and a working lunch with Prime Minister Benjamin Netanyahu of Israel.[102]
01/10/2013,President Obama remarks on the United States government shutdown and congressional attempts at defunding the Patient Protection and Affordable Care Act.[103]
09/10/2013,President Obama meets with the House Democratic Caucus.[104]
10/10/2013,"President Obama meets with the Senate Democratic Caucus.[105] and, later in the day, with House Republican leadership.[106]"
15/10/2013,The President presents the Medal of Honor to former Army Captain William D. Swenson.[107]
17/10/2013,"The Continuing Appropriations Act, 2014 H.R. 2775, containing a continuing resolution ending both the United States federal government shutdown of 2013 and the United States debt-ceiling crisis of 2013 are signed into law by the President.[108] Later in the day, the President holds a bilateral meeting and a working lunch with Prime Minister Enrico Letta of Italy.[109]"
18/10/2013,Jeh Johnson is presented as President Obama's nominee to become the next Department of Homeland Security secretary.[110]
21/10/2013,The President delivers remarks on the Affordable Care Act.[111]
23/10/2013,President Obama holds a bilateral meeting with Prime Minister Nawaz Sharif of Pakistan.
24/10/2013,The President speaks on the issue of Immigration Reform.[112]
01/11/2013,"President Obama holds a bilateral meeting with Prime Minister Nouri al-Maliki of Iraq.[113] Later that day, the President signs an executive order preparing the United States for the impacts of climate change.[114]"
04/11/2013,President Obama welcomes the Stanley Cup champion Chicago Blackhawks to the White House.[115]
05/11/2013,"President Obama visits the Walter Reed National Military Medical Center in Bethesda, Maryland.[116]"
13/11/2013,The President delivers remarks at the 2013 Tribal Nations Conference.[117]
14/11/2013,President Obama remarks about the Affordable Care Act.[118]
20/11/2013,President Obama honors sixteen Presidential Medal of Freedom recipients [119] and participates in a wreath-laying ceremony at Arlington National Cemetery.
21/11/2013,"The President signs H.R. 2747: Streamlining Claims Processing for Federal Contractor Employees Act, S. 330: HIV Organ Policy Equity Act, and S. 893: Veterans' Compensation Cost-of-Living Adjustment Act of 2013 into law.[120]"
22/11/2013,President Obama holds a bilateral meeting with King Mohammed VI of Morocco.
25/11/2013,President Obama delivers a speech on Immigration Reform in San Francisco.[121]
03/12/2013,President Obama holds a bilateral meeting and a working lunch with President Juan Manuel Santos of Colombia.[122]
03/12/2013,President Obama remarks about the Affordable Care Act.[123]
05/12/2013,Chris Matthews interviews the President before a student audience at American University.[124]
10/12/2013,"President Obama joins other world leaders at the state memorial service for Nelson Mandela in Johannesburg, South Africa.[125]"
20/12/2013,President Obama holds his final press conference of 2013.[126]
